dt,sku_id,warehouse_id,begin_on_hand_qty,begin_locked_qty,begin_available_qty,end_on_hand_qty,end_locked_qty,end_available_qty,defect_qty,in_transit_qty,max_onhand_qty,min_onhand_qty,avg_on_hand_qty,avg_available_qty,inventory_cost_amt,turnover_days,stock_age_days,etl_time
2026-07-03,1034,3,3111,215,2896,3111,215,2896,0,23,3344,2844,3111,2896,242948.3500,31,66,"2026-09-04 12:34:54"
2026-07-03,1035,1,782,37,745,782,37,745,3,28,796,780,782,745,26698.5100,31,84,"2026-09-04 12:34:54"
2026-07-03,1035,2,8254,669,7585,8254,669,7585,1,23,8334,7892,8254,7585,736256.1300,43,53,"2026-09-04 12:34:54"
2026-07-03,1035,3,19721,2091,17630,19721,2091,17630,5,26,21009,19220,19721,17630,978832.5700,100,147,"2026-09-04 12:34:54"
2026-07-03,1036,1,7795,666,7129,7795,666,7129,2,6,8229,7570,7795,7129,159061.5200,37,62,"2026-09-04 12:34:54"
2026-07-03,1036,2,1646,174,1472,1646,174,1472,2,10,1646,1628,1646,1472,225067.3500,29,143,"2026-09-04 12:34:54"
2026-07-03,1036,3,4957,534,4423,4957,534,4423,3,47,5365,4564,4957,4423,793644.2600,46,79,"2026-09-04 12:34:54"
2026-07-03,1037,1,751,70,681,751,70,681,2,1,799,684,751,681,76133.8000,22,2,"2026-09-04 12:34:54"
2026-07-03,1037,2,3210,348,2862,3210,348,2862,2,2,3264,3019,3210,2862,541969.7600,92,92,"2026-09-04 12:34:54"
2026-07-03,1037,3,4818,411,4407,4818,411,4407,0,0,5121,4363,4818,4407,480445.8200,37,49,"2026-09-04 12:34:54"
2026-07-03,1038,1,3771,468,3303,3771,468,3303,2,50,3771,3491,3771,3303,603465.5600,55,68,"2026-09-04 12:34:54"
2026-07-03,1038,2,538,63,475,538,63,475,5,31,578,498,538,475,94712.2200,25,117,"2026-09-04 12:34:54"
2026-07-03,1038,3,2596,290,2306,2596,290,2306,0,2,2697,2467,2596,2306,249313.3400,44,36,"2026-09-04 12:34:54"
2026-07-03,1039,1,3013,208,2805,3013,208,2805,3,18,3016,2727,3013,2805,448303.1800,22,147,"2026-09-04 12:34:54"
2026-07-03,1039,2,4377,544,3833,4377,544,3833,1,45,4627,4098,4377,3833,709719.4400,46,177,"2026-09-04 12:34:54"
2026-07-03,1039,3,1288,153,1135,1288,153,1135,3,35,1295,1196,1288,1135,149132.2600,49,103,"2026-09-04 12:34:54"
2026-07-03,1040,1,3677,424,3253,3677,424,3253,2,15,3791,3310,3677,3253,124119.1600,41,80,"2026-09-04 12:34:54"
2026-07-03,1040,2,829,107,722,829,107,722,3,12,864,765,829,722,93638.9800,45,117,"2026-09-04 12:34:54"
2026-07-03,1040,3,5580,684,4896,5580,684,4896,3,36,5956,5506,5580,4896,967985.8500,53,30,"2026-09-04 12:34:54"
2026-07-03,1041,1,6267,749,5518,6267,749,5518,3,38,6744,5932,6267,5518,885484.9600,29,28,"2026-09-04 12:34:54"
2026-07-03,1041,2,4240,337,3903,4240,337,3903,0,23,4342,3829,4240,3903,215780.6600,23,87,"2026-09-04 12:34:54"
2026-07-03,1041,3,19321,954,18367,19321,954,18367,4,0,20321,17390,19321,18367,868356.8300,108,101,"2026-09-04 12:34:54"
2026-07-03,1042,1,1214,140,1074,1214,140,1074,0,3,1297,1145,1214,1074,125305.0300,23,5,"2026-09-04 12:34:54"
2026-07-03,1042,2,3458,169,3289,3458,169,3289,5,20,3690,3285,3458,3289,75506.0400,22,87,"2026-09-04 12:34:54"
2026-07-03,1042,3,5224,359,4865,5224,359,4865,4,42,5345,4766,5224,4865,213446.0100,28,126,"2026-09-04 12:34:54"
2026-07-03,1043,1,6749,748,6001,6749,748,6001,5,33,6895,6224,6749,6001,153853.9100,35,86,"2026-09-04 12:34:54"
2026-07-03,1043,2,14019,1418,12601,14019,1418,12601,2,10,14715,13375,14019,12601,1815589.8500,98,22,"2026-09-04 12:34:54"
2026-07-03,1043,3,1019,130,889,1019,130,889,5,25,1117,941,1019,889,160141.7600,42,127,"2026-09-04 12:34:54"
2026-07-03,1044,1,11043,1075,9968,11043,1075,9968,1,22,12006,10620,11043,9968,1829251.4700,56,176,"2026-09-04 12:34:54"
2026-07-03,1044,2,9080,733,8347,9080,733,8347,0,34,9645,9072,9080,8347,1308341.9200,74,178,"2026-09-04 12:34:54"
2026-07-03,1044,3,2427,133,2294,2427,133,2294,4,22,2486,2358,2427,2294,125102.2100,29,75,"2026-09-04 12:34:54"
2026-07-03,1045,1,2892,166,2726,2892,166,2726,2,40,3028,2617,2892,2726,299022.2700,75,25,"2026-09-04 12:34:54"
2026-07-03,1045,2,11473,1465,10008,11473,1465,10008,3,12,11550,10327,11473,10008,359675.6100,80,74,"2026-09-04 12:34:54"
2026-07-03,1045,3,7663,649,7014,7663,649,7014,3,6,7939,7106,7663,7014,140214.3400,62,35,"2026-09-04 12:34:54"
2026-07-03,1046,1,2988,176,2812,2988,176,2812,5,15,3098,2937,2988,2812,355346.9800,40,115,"2026-09-04 12:34:54"
2026-07-03,1046,2,3834,361,3473,3834,361,3473,5,13,4051,3482,3834,3473,643807.6800,33,119,"2026-09-04 12:34:54"
2026-07-03,1046,3,596,28,568,596,28,568,4,2,647,562,596,568,108109.4600,35,133,"2026-09-04 12:34:54"
2026-07-03,1047,1,12974,619,12355,12974,619,12355,1,18,14074,12861,12974,12355,1173449.5400,74,35,"2026-09-04 12:34:54"
2026-07-03,1047,2,2682,261,2421,2682,261,2421,1,4,2943,2615,2682,2421,16781.7300,19,65,"2026-09-04 12:34:54"
2026-07-03,1047,3,2994,256,2738,2994,256,2738,2,43,3104,2911,2994,2738,489713.0600,54,102,"2026-09-04 12:34:54"
2026-07-03,1048,1,7413,582,6831,7413,582,6831,4,6,7531,7256,7413,6831,858970.9000,50,68,"2026-09-04 12:34:54"
2026-07-03,1048,2,820,105,715,820,105,715,0,41,860,738,820,715,134170.6300,27,172,"2026-09-04 12:34:54"
2026-07-03,1048,3,16649,2073,14576,16649,2073,14576,5,30,17386,15548,16649,14576,1522096.9000,83,41,"2026-09-04 12:34:54"
2026-07-03,1049,1,2535,161,2374,2535,161,2374,3,12,2680,2330,2535,2374,184910.6100,55,67,"2026-09-04 12:34:54"
2026-07-03,1049,2,4190,290,3900,4190,290,3900,3,47,4493,3795,4190,3900,370607.0700,58,39,"2026-09-04 12:34:54"
2026-07-03,1049,3,4614,545,4069,4614,545,4069,3,38,4980,4197,4614,4069,393476.0100,46,127,"2026-09-04 12:34:54"
2026-07-03,1050,1,7649,384,7265,7649,384,7265,4,46,7657,7371,7649,7265,1388538.1200,37,105,"2026-09-04 12:34:54"
2026-07-03,1050,2,6743,777,5966,6743,777,5966,2,38,7383,6489,6743,5966,450957.8000,38,127,"2026-09-04 12:34:54"
2026-07-03,1050,3,2359,132,2227,2359,132,2227,5,17,2419,2254,2359,2227,432569.3700,19,12,"2026-09-04 12:34:54"
2026-07-04,1001,1,8054,823,7231,8054,823,7231,1,16,8803,7469,8054,7231,836251.7200,42,105,"2026-09-04 12:34:54"
2026-07-04,1001,2,9321,954,8367,9321,954,8367,2,15,9543,8803,9321,8367,873468.5400,70,35,"2026-09-04 12:34:54"
2026-07-04,1001,3,8133,1013,7120,8133,1013,7120,2,35,8799,7911,8133,7120,1325675.8200,39,60,"2026-09-04 12:34:54"
2026-07-04,1002,1,10633,817,9816,10633,817,9816,3,22,11318,10276,10633,9816,302265.4700,79,46,"2026-09-04 12:34:54"
2026-07-04,1002,2,6665,801,5864,6665,801,5864,5,7,6947,6205,6665,5864,800402.7500,43,102,"2026-09-04 12:34:54"
2026-07-04,1002,3,2388,274,2114,2388,274,2114,1,24,2508,2172,2388,2114,109853.4900,70,73,"2026-09-04 12:34:54"
2026-07-04,1003,1,3281,247,3034,3281,247,3034,4,24,3436,3212,3281,3034,542060.2400,23,105,"2026-09-04 12:34:54"
2026-07-04,1003,2,10184,1283,8901,10184,1283,8901,4,38,10383,10102,10184,8901,603820.6500,56,108,"2026-09-04 12:34:54"
2026-07-04,1003,3,5910,556,5354,5910,556,5354,0,11,6319,5659,5910,5354,435205.2100,35,158,"2026-09-04 12:34:54"
2026-07-04,1004,1,21305,2545,18760,21305,2545,18760,4,44,22341,20066,21305,18760,1440081.3500,102,74,"2026-09-04 12:34:54"
2026-07-04,1004,2,5630,303,5327,5630,303,5327,3,2,5699,5280,5630,5327,383162.8500,33,145,"2026-09-04 12:34:54"
2026-07-04,1004,3,4326,278,4048,4326,278,4048,0,40,4553,4058,4326,4048,176273.6900,43,43,"2026-09-04 12:34:54"
2026-07-04,1005,1,4011,272,3739,4011,272,3739,0,10,4147,3705,4011,3739,603179.5700,28,179,"2026-09-04 12:34:54"
2026-07-04,1005,2,2549,267,2282,2549,267,2282,1,44,2702,2313,2549,2282,454562.9900,37,156,"2026-09-04 12:34:54"
2026-07-04,1005,3,9204,969,8235,9204,969,8235,1,22,9600,9033,9204,8235,1560671.7900,43,2,"2026-09-04 12:34:54"
2026-07-04,1006,1,8813,509,8304,8813,509,8304,2,33,9483,8730,8813,8304,1496682.6300,52,116,"2026-09-04 12:34:54"
2026-07-04,1006,2,3979,489,3490,3979,489,3490,4,40,4303,3725,3979,3490,407595.9500,20,85,"2026-09-04 12:34:54"
2026-07-04,1006,3,10593,1308,9285,10593,1308,9285,3,5,11030,9739,10593,9285,1772955.1800,63,172,"2026-09-04 12:34:54"
2026-07-04,1007,1,6535,311,6224,6535,311,6224,4,28,6860,6124,6535,6224,776913.1000,51,12,"2026-09-04 12:34:54"
2026-07-04,1007,2,7794,712,7082,7794,712,7082,1,18,7830,7468,7794,7082,982201.0200,42,49,"2026-09-04 12:34:54"
2026-07-04,1007,3,4145,342,3803,4145,342,3803,3,8,4392,3732,4145,3803,407001.0000,46,165,"2026-09-04 12:34:54"
2026-07-04,1008,1,3386,436,2950,3386,436,2950,2,5,3587,3068,3386,2950,344741.3400,52,158,"2026-09-04 12:34:54"
2026-07-04,1008,2,9862,603,9259,9862,603,9259,0,10,10569,9785,9862,9259,1629672.0400,60,128,"2026-09-04 12:34:54"
2026-07-04,1008,3,4029,300,3729,4029,300,3729,1,17,4057,3936,4029,3729,303646.6600,28,15,"2026-09-04 12:34:54"
2026-07-04,1009,1,6434,826,5608,6434,826,5608,1,12,6725,5845,6434,5608,641307.9000,31,82,"2026-09-04 12:34:54"
2026-07-04,1009,2,3733,480,3253,3733,480,3253,0,37,3906,3507,3733,3253,266431.7300,25,30,"2026-09-04 12:34:54"
2026-07-04,1009,3,1763,210,1553,1763,210,1553,4,50,1785,1752,1763,1553,28113.7300,27,77,"2026-09-04 12:34:54"
2026-07-04,1010,1,2288,175,2113,2288,175,2113,4,36,2435,2267,2288,2113,278284.3500,31,8,"2026-09-04 12:34:54"
2026-07-04,1010,2,1515,80,1435,1515,80,1435,5,1,1594,1507,1515,1435,103458.7800,34,152,"2026-09-04 12:34:54"
2026-07-04,1010,3,1343,114,1229,1343,114,1229,1,14,1406,1301,1343,1229,61398.4500,53,74,"2026-09-04 12:34:54"
2026-07-04,1011,1,1662,111,1551,1662,111,1551,5,20,1676,1600,1662,1551,40722.4300,32,108,"2026-09-04 12:34:54"
2026-07-04,1011,2,3461,441,3020,3461,441,3020,4,4,3471,3409,3461,3020,177579.3300,45,20,"2026-09-04 12:34:54"
2026-07-04,1011,3,650,74,576,650,74,576,5,10,660,647,650,576,110639.4800,23,10,"2026-09-04 12:34:54"
2026-07-04,1012,1,12826,645,12181,12826,645,12181,0,41,13683,12237,12826,12181,476240.0400,80,167,"2026-09-04 12:34:54"
2026-07-04,1012,2,6781,548,6233,6781,548,6233,4,25,6822,6177,6781,6233,309639.4700,32,91,"2026-09-04 12:34:54"
2026-07-04,1012,3,4209,408,3801,4209,408,3801,5,11,4519,3965,4209,3801,689288.7800,32,42,"2026-09-04 12:34:54"
2026-07-04,1013,1,8263,669,7594,8263,669,7594,5,24,8368,7936,8263,7594,1459590.3800,46,178,"2026-09-04 12:34:54"
2026-07-04,1013,2,14034,1522,12512,14034,1522,12512,0,45,14623,12669,14034,12512,295542.2700,84,139,"2026-09-04 12:34:54"
2026-07-04,1013,3,4745,615,4130,4745,615,4130,0,19,4914,4588,4745,4130,466350.1800,60,144,"2026-09-04 12:34:54"
2026-07-04,1014,1,19127,2079,17048,19127,2079,17048,4,18,19198,17244,19127,17048,583724.9800,131,1,"2026-09-04 12:34:54"
2026-07-04,1014,2,2682,255,2427,2682,255,2427,1,32,2861,2430,2682,2427,484224.6600,73,87,"2026-09-04 12:34:54"
2026-07-04,1014,3,4767,535,4232,4767,535,4232,5,36,4950,4552,4767,4232,381096.5800,31,79,"2026-09-04 12:34:54"
2026-07-04,1015,1,9052,1071,7981,9052,1071,7981,5,35,9369,8991,9052,7981,1039801.2600,70,159,"2026-09-04 12:34:54"
2026-07-04,1015,2,14746,1461,13285,14746,1461,13285,0,17,15291,13718,14746,13285,729147.6600,78,138,"2026-09-04 12:34:54"
2026-07-04,1015,3,1080,127,953,1080,127,953,3,22,1172,1011,1080,953,51257.9500,23,73,"2026-09-04 12:34:54"
2026-07-04,1016,1,1153,128,1025,1153,128,1025,0,39,1224,1085,1153,1025,61853.5900,31,139,"2026-09-04 12:34:54"
2026-07-04,1016,2,13048,1307,11741,13048,1307,11741,4,4,13900,12250,13048,11741,892059.9400,83,12,"2026-09-04 12:34:54"
2026-07-04,1016,3,10101,896,9205,10101,896,9205,3,4,10377,9692,10101,9205,158690.4500,56,96,"2026-09-04 12:34:54"
2026-07-04,1017,1,3153,231,2922,3153,231,2922,1,11,3380,2840,3153,2922,104836.7500,37,144,"2026-09-04 12:34:54"
2026-07-04,1017,2,13403,870,12533,13403,870,12533,4,18,13537,12364,13403,12533,1703651.1900,85,121,"2026-09-04 12:34:54"
2026-07-04,1017,3,4607,427,4180,4607,427,4180,2,26,4997,4255,4607,4180,756728.0000,58,137,"2026-09-04 12:34:54"
2026-07-04,1018,1,5728,416,5312,5728,416,5312,1,48,6018,5587,5728,5312,926315.2200,49,142,"2026-09-04 12:34:54"
2026-07-04,1018,2,4480,270,4210,4480,270,4210,2,8,4848,4259,4480,4210,302590.2300,34,73,"2026-09-04 12:34:54"
2026-07-04,1018,3,5396,505,4891,5396,505,4891,1,50,5696,5212,5396,4891,299607.0500,50,154,"2026-09-04 12:34:54"
2026-07-04,1019,1,5264,543,4721,5264,543,4721,3,4,5465,4868,5264,4721,622481.7300,27,32,"2026-09-04 12:34:54"
2026-07-04,1019,2,2574,324,2250,2574,324,2250,4,3,2790,2318,2574,2250,296176.8000,68,24,"2026-09-04 12:34:54"
2026-07-04,1019,3,2895,182,2713,2895,182,2713,0,11,3091,2663,2895,2713,17408.4600,31,85,"2026-09-04 12:34:54"
2026-07-04,1020,1,8370,920,7450,8370,920,7450,5,7,8580,7789,8370,7450,824451.3100,44,38,"2026-09-04 12:34:54"
2026-07-04,1020,2,677,87,590,677,87,590,0,34,701,612,677,590,116058.6800,49,101,"2026-09-04 12:34:54"
2026-07-04,1020,3,8607,713,7894,8607,713,7894,4,21,9428,8229,8607,7894,1296666.5100,45,112,"2026-09-04 12:34:54"
2026-07-04,1021,1,4859,296,4563,4859,296,4563,2,10,5302,4562,4859,4563,822954.8800,29,167,"2026-09-04 12:34:54"
2026-07-04,1021,2,6594,490,6104,6594,490,6104,4,9,6640,6530,6594,6104,994700.5900,32,44,"2026-09-04 12:34:54"
2026-07-04,1021,3,9890,1166,8724,9890,1166,8724,3,7,10830,9211,9890,8724,1163044.1000,52,151,"2026-09-04 12:34:54"
2026-07-04,1022,1,6572,796,5776,6572,796,5776,2,26,7027,6339,6572,5776,640699.6000,33,13,"2026-09-04 12:34:54"
2026-07-04,1022,2,6909,593,6316,6909,593,6316,0,43,7000,6504,6909,6316,455098.8900,54,10,"2026-09-04 12:34:54"
2026-07-04,1022,3,4579,278,4301,4579,278,4301,0,24,4734,4319,4579,4301,155030.1600,32,159,"2026-09-04 12:34:54"
2026-07-04,1023,1,5620,652,4968,5620,652,4968,4,39,5743,5607,5620,4968,509801.4300,27,173,"2026-09-04 12:34:54"
2026-07-04,1023,2,1112,94,1018,1112,94,1018,2,3,1211,1009,1112,1018,82279.5200,24,46,"2026-09-04 12:34:54"
2026-07-04,1023,3,1087,128,959,1087,128,959,3,19,1147,1023,1087,959,87318.2300,59,29,"2026-09-04 12:34:54"
2026-07-04,1024,1,6079,745,5334,6079,745,5334,0,7,6336,5798,6079,5334,874806.6000,30,125,"2026-09-04 12:34:54"
2026-07-04,1024,2,3517,176,3341,3517,176,3341,5,18,3633,3175,3517,3341,104069.7200,75,28,"2026-09-04 12:34:54"
2026-07-04,1024,3,4543,259,4284,4543,259,4284,2,42,4961,4300,4543,4284,572481.4700,122,24,"2026-09-04 12:34:54"
2026-07-04,1025,1,4385,305,4080,4385,305,4080,2,17,4407,4110,4385,4080,85515.8400,40,51,"2026-09-04 12:34:54"
2026-07-04,1025,2,1415,121,1294,1415,121,1294,5,15,1551,1413,1415,1294,54327.3200,39,34,"2026-09-04 12:34:54"
2026-07-04,1025,3,970,77,893,970,77,893,5,19,1019,903,970,893,73061.0900,33,47,"2026-09-04 12:34:54"
2026-07-04,1026,1,333,42,291,333,42,291,1,49,358,329,333,291,7798.6100,29,72,"2026-09-04 12:34:54"
2026-07-04,1026,2,2398,217,2181,2398,217,2181,1,45,2424,2396,2398,2181,330515.4500,31,161,"2026-09-04 12:34:54"
2026-07-04,1026,3,1307,167,1140,1307,167,1140,1,22,1320,1180,1307,1140,138639.1400,43,112,"2026-09-04 12:34:54"
2026-07-04,1027,1,15991,1884,14107,15991,1884,14107,1,9,16400,15208,15991,14107,611320.1100,71,76,"2026-09-04 12:34:54"
2026-07-04,1027,2,6774,564,6210,6774,564,6210,5,18,7323,6311,6774,6210,480502.1800,52,19,"2026-09-04 12:34:54"
2026-07-04,1027,3,1203,124,1079,1203,124,1079,5,44,1291,1152,1203,1079,143278.7300,25,174,"2026-09-04 12:34:54"
2026-07-04,1028,1,10843,1117,9726,10843,1117,9726,4,40,11747,9918,10843,9726,1268530.6500,59,127,"2026-09-04 12:34:54"
2026-07-04,1028,2,3726,257,3469,3726,257,3469,3,6,3731,3589,3726,3469,649007.8800,30,175,"2026-09-04 12:34:54"
2026-07-04,1028,3,6610,685,5925,6610,685,5925,1,36,6862,6486,6610,5925,1173736.1400,32,152,"2026-09-04 12:34:54"
2026-07-04,1029,1,1918,205,1713,1918,205,1713,5,34,1955,1846,1918,1713,294221.5800,68,49,"2026-09-04 12:34:54"
2026-07-04,1029,2,1059,136,923,1059,136,923,4,35,1064,955,1059,923,25854.4100,40,36,"2026-09-04 12:34:54"
2026-07-04,1029,3,979,87,892,979,87,892,0,49,1057,898,979,892,165180.1900,24,111,"2026-09-04 12:34:54"
2026-07-04,1030,1,5486,382,5104,5486,382,5104,4,43,5738,4992,5486,5104,269297.0100,30,127,"2026-09-04 12:34:54"
2026-07-04,1030,2,7380,541,6839,7380,541,6839,1,41,7888,7178,7380,6839,205255.4600,36,27,"2026-09-04 12:34:54"
2026-07-04,1030,3,1641,116,1525,1641,116,1525,3,34,1694,1621,1641,1525,177821.8300,33,66,"2026-09-04 12:34:54"
2026-07-04,1031,1,3843,453,3390,3843,453,3390,4,16,4170,3589,3843,3390,447458.1600,38,104,"2026-09-04 12:34:54"
2026-07-04,1031,2,3231,248,2983,3231,248,2983,1,36,3395,3056,3231,2983,228439.8600,37,74,"2026-09-04 12:34:54"
2026-07-04,1031,3,2631,324,2307,2631,324,2307,3,39,2709,2464,2631,2307,233493.9100,23,165,"2026-09-04 12:34:54"
2026-07-04,1032,1,6947,848,6099,6947,848,6099,1,15,7116,6510,6947,6099,931118.6800,37,168,"2026-09-04 12:34:54"
2026-07-04,1032,2,4442,409,4033,4442,409,4033,4,1,4452,4173,4442,4033,258354.7700,29,133,"2026-09-04 12:34:54"
2026-07-04,1032,3,5059,483,4576,5059,483,4576,4,7,5202,4738,5059,4576,337916.1500,45,165,"2026-09-04 12:34:54"
2026-07-04,1033,1,4701,369,4332,4701,369,4332,1,0,4722,4635,4701,4332,312486.2800,38,32,"2026-09-04 12:34:54"
2026-07-04,1033,2,11640,835,10805,11640,835,10805,4,44,11785,11532,11640,10805,524997.5100,85,14,"2026-09-04 12:34:54"
2026-07-04,1033,3,3785,488,3297,3785,488,3297,1,7,4113,3719,3785,3297,59930.1800,37,120,"2026-09-04 12:34:54"
2026-07-04,1034,1,3796,370,3426,3796,370,3426,3,40,3924,3775,3796,3426,261743.8100,34,107,"2026-09-04 12:34:54"
2026-07-04,1034,2,1006,115,891,1006,115,891,4,34,1043,975,1006,891,106833.7100,30,179,"2026-09-04 12:34:54"
2026-07-04,1034,3,3213,340,2873,3213,340,2873,5,18,3483,3128,3213,2873,371859.8800,31,173,"2026-09-04 12:34:54"
2026-07-04,1035,1,782,49,733,782,49,733,2,50,847,723,782,733,128838.2700,30,53,"2026-09-04 12:34:54"
2026-07-04,1035,2,8751,605,8146,8751,605,8146,0,32,9595,8445,8751,8146,1109401.2300,46,107,"2026-09-04 12:34:54"
2026-07-04,1035,3,18587,1852,16735,18587,1852,16735,5,42,18610,18250,18587,16735,2404990.3800,95,121,"2026-09-04 12:34:54"
2026-07-04,1036,1,7714,694,7020,7714,694,7020,1,23,8436,7327,7714,7020,170349.1300,36,128,"2026-09-04 12:34:54"
2026-07-04,1036,2,1625,167,1458,1625,167,1458,3,12,1642,1610,1625,1458,75148.2800,29,52,"2026-09-04 12:34:54"
2026-07-04,1036,3,4870,310,4560,4870,310,4560,5,40,5312,4722,4870,4560,341848.6600,48,176,"2026-09-04 12:34:54"
2026-07-04,1037,1,766,95,671,766,95,671,2,5,842,747,766,671,51828.1800,22,179,"2026-09-04 12:34:54"
2026-07-04,1037,2,3141,291,2850,3141,291,2850,0,35,3337,2849,3141,2850,481173.5700,91,79,"2026-09-04 12:34:54"
2026-07-04,1037,3,5221,588,4633,5221,588,4633,4,12,5447,4905,5221,4633,390644.6900,39,102,"2026-09-04 12:34:54"
2026-07-04,1038,1,3405,307,3098,3405,307,3098,2,31,3617,3315,3405,3098,357509.9900,52,133,"2026-09-04 12:34:54"
2026-07-04,1038,2,532,64,468,532,64,468,1,38,569,527,532,468,8187.1400,24,170,"2026-09-04 12:34:54"
2026-07-04,1038,3,2463,213,2250,2463,213,2250,3,42,2498,2262,2463,2250,237444.6400,43,126,"2026-09-04 12:34:54"
2026-07-04,1039,1,3168,387,2781,3168,387,2781,3,23,3330,2871,3168,2781,319727.8200,22,101,"2026-09-04 12:34:54"
2026-07-04,1039,2,4143,338,3805,4143,338,3805,2,37,4345,3968,4143,3805,526789.9500,46,47,"2026-09-04 12:34:54"
2026-07-04,1039,3,1202,81,1121,1202,81,1121,5,17,1296,1120,1202,1121,15527.4300,48,49,"2026-09-04 12:34:54"
2026-07-04,1040,1,3562,357,3205,3562,357,3205,1,46,3778,3511,3562,3205,624378.5800,40,135,"2026-09-04 12:34:54"
2026-07-04,1040,2,781,58,723,781,58,723,4,20,798,724,781,723,108111.8000,45,99,"2026-09-04 12:34:54"
2026-07-04,1040,3,5533,440,5093,5533,440,5093,1,24,5721,5502,5533,5093,660613.9400,55,25,"2026-09-04 12:34:54"
2026-07-04,1041,1,5535,523,5012,5535,523,5012,3,40,5696,5260,5535,5012,451020.1900,26,33,"2026-09-04 12:34:54"
2026-07-04,1041,2,4267,392,3875,4267,392,3875,2,23,4586,4165,4267,3875,154837.4700,23,73,"2026-09-04 12:34:54"
2026-07-04,1041,3,20256,2074,18182,20256,2074,18182,2,6,20426,20044,20256,18182,784053.5900,107,118,"2026-09-04 12:34:54"
2026-07-04,1042,1,1195,137,1058,1195,137,1058,4,16,1293,1136,1195,1058,33153.0300,23,28,"2026-09-04 12:34:54"
2026-07-04,1042,2,3543,298,3245,3543,298,3245,5,21,3613,3224,3543,3245,145724.4200,22,20,"2026-09-04 12:34:54"
2026-07-04,1042,3,5307,511,4796,5307,511,4796,1,44,5670,4865,5307,4796,183636.9700,27,175,"2026-09-04 12:34:54"
2026-07-04,1043,1,6633,756,5877,6633,756,5877,4,48,7125,6429,6633,5877,992914.0100,34,76,"2026-09-04 12:34:54"
2026-07-04,1043,2,14113,1041,13072,14113,1041,13072,3,45,14249,13640,14113,13072,2368282.3300,102,75,"2026-09-04 12:34:54"
2026-07-04,1043,3,857,74,783,857,74,783,0,30,934,839,857,783,107990.0700,37,24,"2026-09-04 12:34:54"
2026-07-04,1044,1,10703,895,9808,10703,895,9808,1,29,11297,10568,10703,9808,1170800.9100,56,85,"2026-09-04 12:34:54"
2026-07-04,1044,2,8805,644,8161,8805,644,8161,1,14,9560,8722,8805,8161,864953.1400,72,116,"2026-09-04 12:34:54"
2026-07-04,1044,3,2963,284,2679,2963,284,2679,2,49,3220,2674,2963,2679,27119.1000,34,33,"2026-09-04 12:34:54"
2026-07-04,1045,1,2967,158,2809,2967,158,2809,5,14,3020,2721,2967,2809,146592.0900,78,18,"2026-09-04 12:34:54"
2026-07-04,1045,2,11027,733,10294,11027,733,10294,2,19,11230,10907,11027,10294,1306027.0000,83,89,"2026-09-04 12:34:54"
2026-07-04,1045,3,7698,633,7065,7698,633,7065,1,10,7822,7173,7698,7065,484680.2000,62,157,"2026-09-04 12:34:54"
2026-07-04,1046,1,3067,297,2770,3067,297,2770,3,2,3082,3039,3067,2770,116823.8100,39,5,"2026-09-04 12:34:54"
2026-07-04,1046,2,3595,245,3350,3595,245,3350,2,4,3691,3557,3595,3350,289456.7600,31,5,"2026-09-04 12:34:54"
2026-07-04,1046,3,611,47,564,611,47,564,5,2,615,591,611,564,38093.5900,35,112,"2026-09-04 12:34:54"
2026-07-04,1047,1,14403,1755,12648,14403,1755,12648,3,6,14671,13765,14403,12648,1704975.6600,76,36,"2026-09-04 12:34:54"
2026-07-04,1047,2,2637,235,2402,2637,235,2402,3,6,2750,2551,2637,2402,408888.0000,19,43,"2026-09-04 12:34:54"
2026-07-04,1047,3,2993,365,2628,2993,365,2628,4,27,3272,2973,2993,2628,457339.6200,52,123,"2026-09-04 12:34:54"
2026-07-04,1048,1,6818,354,6464,6818,354,6464,4,38,7269,6617,6818,6464,668402.3300,47,96,"2026-09-04 12:34:54"
2026-07-04,1048,2,752,43,709,752,43,709,5,41,762,680,752,709,45071.8200,27,150,"2026-09-04 12:34:54"
2026-07-04,1048,3,16492,1918,14574,16492,1918,14574,5,6,17374,15710,16492,14574,645114.0100,83,46,"2026-09-04 12:34:54"
2026-07-04,1049,1,2825,331,2494,2825,331,2494,4,14,2934,2668,2825,2494,220646.9800,58,156,"2026-09-04 12:34:54"
2026-07-04,1049,2,4030,229,3801,4030,229,3801,1,27,4277,3940,4030,3801,468574.8600,56,95,"2026-09-04 12:34:54"
2026-07-04,1049,3,4128,242,3886,4128,242,3886,1,22,4343,3721,4128,3886,45611.7600,44,117,"2026-09-04 12:34:54"
2026-07-04,1050,1,8001,790,7211,8001,790,7211,1,50,8777,7568,8001,7211,334220.8700,37,149,"2026-09-04 12:34:54"
2026-07-04,1050,2,6601,724,5877,6601,724,5877,1,9,7148,6402,6601,5877,700030.3800,37,5,"2026-09-04 12:34:54"
2026-07-04,1050,3,2427,216,2211,2427,216,2211,1,2,2473,2403,2427,2211,198743.2800,19,145,"2026-09-04 12:34:54"
2026-07-05,1001,1,7842,546,7296,7842,546,7296,3,33,7890,7839,7842,7296,779568.6800,42,114,"2026-09-04 12:34:54"
2026-07-05,1001,2,9534,933,8601,9534,933,8601,5,40,10464,8853,9534,8601,806332.2200,72,74,"2026-09-04 12:34:54"
2026-07-05,1001,3,7982,527,7455,7982,527,7455,4,28,8387,7936,7982,7455,568191.3900,41,160,"2026-09-04 12:34:54"
